strain	virus	date	region	country	division	location	pangolin_lineage	GISAID_clade
hCoV-19/Colombia/CAL-SYNLAB-4344608/2022	ncov	2022-05-10	South America	Colombia	Caldas	Supia	BA.2	GRA
hCoV-19/Colombia/CAU-CSB-1105363050/2022	ncov	2022-04-28	South America	Colombia	Cauca	Popayan	BA.2.9	GRA
hCoV-19/Colombia/CUN-LCSS-1020822456/2022	ncov	2022-05-05	South America	Colombia	Cundinamarca	Bogota	BA.2.12.1	GRA
hCoV-19/Colombia/CUN-LCSS-38941033/2022	ncov	2022-05-07	South America	Colombia	Cundinamarca	Bogota	BA.2.12.1	GRA
hCoV-19/Colombia/CUN-LCSS-41669087/2022	ncov	2022-05-09	South America	Colombia	Cundinamarca	Bogota	BA.2	GRA
hCoV-19/Colombia/CUN-LCSS-57297451/2022	ncov	2022-05-16	South America	Colombia	Cundinamarca	Bogota	BA.2	GRA
hCoV-19/Colombia/RIS-SYNLAB-1004995716/2022	ncov	2022-05-10	South America	Colombia	Risaralda	Santa Rosa	BA.2	GRA
hCoV-19/Colombia/VAC-FVL-1144069999/2022	ncov	2022-01-05	South America	Colombia	Valle del Cauca		BA.1.1	GRA
hCoV-19/Colombia/VAC-FVL-1144174643/2022	ncov	2022-01-05	South America	Colombia	Valle del Cauca		BA.1.1	GRA
hCoV-19/Colombia/VAC-FVL-1117517012/2022	ncov	2022-01-05	South America	Colombia	Valle del Cauca		BA.1.1	GRA
hCoV-19/Colombia/VAC-FVL-16748029/2022	ncov	2022-01-04	South America	Colombia	Valle del Cauca		BA.1.1	GRA
hCoV-19/Colombia/VAC-FVL-66858850/2022	ncov	2022-01-05	South America	Colombia	Valle del Cauca		BA.1.1	GRA
hCoV-19/Colombia/VAC-FVL-1116380182/2022	ncov	2022-01-05	South America	Colombia	Valle del Cauca		BA.1.15	GRA
hCoV-19/Colombia/VAC-FVL-10480035/2022	ncov	2022-01-05	South America	Colombia	Valle del Cauca		BA.1.1	GRA
hCoV-19/Colombia/VAC-FVL-31710971/2022	ncov	2022-01-05	South America	Colombia	Valle del Cauca		BA.1.1	GRA
hCoV-19/Colombia/VAC-FVL-1002839789/2022	ncov	2022-01-05	South America	Colombia	Valle del Cauca		BA.1.15	GRA
hCoV-19/Colombia/VAC-FVL-1006990139/2022	ncov	2022-01-05	South America	Colombia	Valle del Cauca		BA.1.1	GRA
hCoV-19/Colombia/VAC-FVL-1021632581/2022	ncov	2022-01-05	South America	Colombia	Valle del Cauca		BA.1.15	GRA
hCoV-19/Colombia/VAC-FVL-60406095/2022	ncov	2022-01-01	South America	Colombia	Valle del Cauca		BA.1.1	GRA
hCoV-19/Colombia/VAC-FVL-1109548690/2022	ncov	2022-01-02	South America	Colombia	Valle del Cauca		BA.1	GRA
hCoV-19/Colombia/VAC-FVL-1109558132/2022	ncov	2022-01-05	South America	Colombia	Valle del Cauca		BA.1.1	GRA
hCoV-19/Colombia/VAC-FVL-66904779/2022	ncov	2022-01-05	South America	Colombia	Valle del Cauca		BA.1	GRA
hCoV-19/Colombia/VAC-FVL-1083880068/2022	ncov	2022-01-05	South America	Colombia	Valle del Cauca		BA.1	GRA
hCoV-19/Colombia/VAC-FVL-1144095444/2022	ncov	2022-01-05	South America	Colombia	Valle del Cauca		BA.1.1	GRA
hCoV-19/Colombia/VAC-FVL-16694566/2022	ncov	2022-01-05	South America	Colombia	Valle del Cauca		BA.1.15	GRA
hCoV-19/Colombia/VAC-FVL-1144074394/2022	ncov	2022-01-05	South America	Colombia	Valle del Cauca		BA.1.15	GRA
hCoV-19/Colombia/VAC-FVL-38462442/2022	ncov	2022-01-04	South America	Colombia	Valle del Cauca		BA.1	GRA
hCoV-19/Colombia/VAC-FVL-66813752/2022	ncov	2022-01-04	South America	Colombia	Valle del Cauca		BA.1	GRA
hCoV-19/Colombia/VAC-FVL-1151954214/2022	ncov	2022-01-04	South America	Colombia	Valle del Cauca		BA.1	GRA
hCoV-19/Colombia/VAC-FVL-1130635381/2022	ncov	2022-01-04	South America	Colombia	Valle del Cauca		BA.1.1	GRA
hCoV-19/Colombia/VAC-FVL-52853403/2022	ncov	2022-01-05	South America	Colombia	Valle del Cauca		BA.1.1	GRA
hCoV-19/Colombia/VAC-FVL-1193441573/2022	ncov	2022-01-04	South America	Colombia	Valle del Cauca		BA.1	GRA
hCoV-19/Colombia/VAC-FVL-29363464/2022	ncov	2022-01-04	South America	Colombia	Valle del Cauca		BA.1.15.1	GRA
hCoV-19/Colombia/VAC-FVL-16540112/2022	ncov	2022-01-04	South America	Colombia	Valle del Cauca		BA.1.1	GRA
hCoV-19/Colombia/VAC-FVL-38945073/2022	ncov	2022-01-03	South America	Colombia	Valle del Cauca		BA.1.1	GRA
hCoV-19/Colombia/VAC-FVL-1109553437/2022	ncov	2022-01-05	South America	Colombia	Valle del Cauca		BA.1.1	GRA
hCoV-19/Colombia/VAC-FVL-1130599535/2022	ncov	2022-01-05	South America	Colombia	Valle del Cauca		BA.1.1	GRA
hCoV-19/Colombia/VAC-FVL-1144033862/2022	ncov	2022-01-05	South America	Colombia	Valle del Cauca		BA.1.1	GRA
hCoV-19/Colombia/VAC-FVL-94418867/2022	ncov	2022-01-05	South America	Colombia	Valle del Cauca		BA.1.1	GRA
hCoV-19/Colombia/VAC-FVL-66838792/2022	ncov	2022-01-05	South America	Colombia	Valle del Cauca		BA.1.15	GRA
hCoV-19/Colombia/VAC-FVL-1114827981/2022	ncov	2022-01-05	South America	Colombia	Valle del Cauca		BA.1.15	GRA
hCoV-19/Colombia/VAC-FVL-1143958784/2022	ncov	2022-01-05	South America	Colombia	Valle del Cauca		BA.1.1	GRA
hCoV-19/Colombia/VAC-FVL-94534435/2022	ncov	2022-01-05	South America	Colombia	Valle del Cauca		BA.1.1	GRA
hCoV-19/Colombia/VAC-FVL-1109557115/2022	ncov	2022-01-05	South America	Colombia	Valle del Cauca		BA.1.1	GRA
hCoV-19/Colombia/VAC-FVL-1232815091/2022	ncov	2022-01-05	South America	Colombia	Valle del Cauca		BA.1	GRA
hCoV-19/Colombia/VAC-SYNLAB-29278744/2022	ncov	2022-04-29	South America	Colombia	Valle del Cauca	Buga	BA.2	GRA
hCoV-19/Colombia/VAC-SYNLAB-38872851/2022	ncov	2022-05-02	South America	Colombia	Valle del Cauca	Buga	BA.2	GRA
hCoV-19/Colombia/VAC-SYNLAB-1115071599/2022	ncov	2022-05-02	South America	Colombia	Valle del Cauca	Buga	BA.2	GRA
hCoV-19/Colombia/VAC-SYNLAB-16368790/2022	ncov	2022-05-02	South America	Colombia	Valle del Cauca	Buga	BA.2	GRA
hCoV-19/Colombia/VAC-SYNLAB-529947806/2022	ncov	2022-05-02	South America	Colombia	Valle del Cauca	Buga	BA.2.9	GRA
hCoV-19/Colombia/VAC-SYNLAB-38554456/2022	ncov	2022-05-06	South America	Colombia	Valle del Cauca	Buga	BA.2	GRA
hCoV-19/Colombia/VAC-SYNLAB-29278558/2022	ncov	2022-05-10	South America	Colombia	Valle del Cauca	Buga	BA.2	GRA
hCoV-19/Colombia/VAC-SYNLAB-1006433566/2022	ncov	2022-05-12	South America	Colombia	Valle del Cauca	Buga	BA.2.12.1	GRA
hCoV-19/Colombia/VAC-SYNLAB-42164086/2022	ncov	2022-05-04	South America	Colombia	Valle del Cauca	Cali	BA.2.23	GRA
hCoV-19/Colombia/VAC-SYNLAB-583991437/2022	ncov	2022-05-07	South America	Colombia	Valle del Cauca	Cali	BA.2.12.1	GRA
hCoV-19/Colombia/VAC-UV-31964/2022	ncov	2022-05-02	South America	Colombia	Valle del Cauca	Cali	BA.2.36	GRA
hCoV-19/Colombia/VAC-FVL-52054185/2022	ncov	2022-05-05	South America	Colombia	Valle del Cauca	Cali	BA.2	GRA
hCoV-19/Colombia/VAC-FVL-6072983/2022	ncov	2022-05-10	South America	Colombia	Valle del Cauca	Cali	BA.2.9	GRA
hCoV-19/Colombia/VAC-SYNLAB-66948288/2022	ncov	2022-05-10	South America	Colombia	Valle del Cauca	Cali	BA.2	GRA
hCoV-19/Colombia/VAC-SYNLAB-19133326/2022	ncov	2022-05-10	South America	Colombia	Valle del Cauca	Cali	BA.2.3.6	GRA
hCoV-19/Colombia/VAC-SYNLAB-31288894/2022	ncov	2022-05-10	South America	Colombia	Valle del Cauca	Cali	BA.2.3.6	GRA
hCoV-19/Colombia/VAC-SYNLAB-29738987/2022	ncov	2022-05-12	South America	Colombia	Valle del Cauca	Cali	BA.2.12.1	GRA
hCoV-19/Colombia/VAC-SYNLAB-1193303495/2022	ncov	2022-05-12	South America	Colombia	Valle del Cauca	Cali	BA.2.9	GRA
hCoV-19/Colombia/VAC-LCSS-38940692/2022	ncov	2022-05-03	South America	Colombia	Valle del Cauca	Cali	BA.2.9	GRA
hCoV-19/Colombia/VAC-LCSS-79343931/2022	ncov	2022-05-04	South America	Colombia	Valle del Cauca	Cali	BA.2	GRA
hCoV-19/Colombia/VAC-LCSS-66768405/2022	ncov	2022-05-04	South America	Colombia	Valle del Cauca	Cali	BA.2	GRA
hCoV-19/Colombia/VAC-LCSS-94416294/2022	ncov	2022-05-16	South America	Colombia	Valle del Cauca	Cali	BA.2.9	GRA
hCoV-19/Colombia/VAC-LCSS-38948047/2022	ncov	2022-05-16	South America	Colombia	Valle del Cauca	Cali	BA.2.3	GRA
hCoV-19/Colombia/VAC-LCSS-29081544/2022	ncov	2022-05-17	South America	Colombia	Valle del Cauca	Cali	BA.2.3	GRA
hCoV-19/Colombia/VAC-FVL-67045276/2022	ncov	2022-01-05	South America	Colombia	Valle del Cauca	Cali	BA.1	GRA
hCoV-19/Colombia/VAC-LCSS-31948886/2022	ncov	2022-05-02	South America	Colombia	Valle del Cauca	Jamundi	BA.2	GRA
hCoV-19/Colombia/VAC-LCSS-94534722/2022	ncov	2022-05-14	South America	Colombia	Valle del Cauca	Jamundi	XAM	GRA
hCoV-19/Colombia/VAC-SYNLAB-16237377/2022	ncov	2022-05-07	South America	Colombia	Valle del Cauca	Tulua	BA.2	GRA
hCoV-19/Colombia/VAC-SYNLAB-1116131486/2022	ncov	2022-05-20	South America	Colombia	Valle del Cauca	Tulua	BA.2	GRA
hCoV-19/Colombia/VAC-SYNLAB-1007522266/2022	ncov	2022-05-18	South America	Colombia	Valle del Cauca	Palmira	BA.2	GRA
hCoV-19/Colombia/VAC-SDM-66774555/2022	ncov	2022-05-02	South America	Colombia	Valle del Cauca	Palmira	BA.2	GRA
hCoV-19/Colombia/VAC-LCSS-1113657013/2022	ncov	2022-05-19	South America	Colombia	Valle del Cauca	Palmira	BA.2	GRA
hCoV-19/Colombia/VAC-SDM-1126001185/2022	ncov	2022-05-18	South America	Colombia	Valle del Cauca	Palmira	BA.2.12.1	GRA
hCoV-19/Colombia/VAC-LCSS-31474936/2022	ncov	2022-05-17	South America	Colombia	Valle del Cauca	Jamundi	BA.2	GRA
hCoV-19/Colombia/VAC-SYNLAB-1113671651/2022	ncov	2022-05-16	South America	Colombia	Valle del Cauca	Jamundi	BA.2.9	GRA
hCoV-19/Colombia/VAC-SYNLAB-41948044/2022	ncov	2022-05-18	South America	Colombia	Valle del Cauca	Cali	BA.2.9	GRA
hCoV-19/Colombia/VAC-SYNLAB-38977251/2022	ncov	2022-05-17	South America	Colombia	Valle del Cauca	Cali	BA.2.3	GRA
hCoV-19/Colombia/VAC-FVL-94543284/2022	ncov	2022-05-12	South America	Colombia	Valle del Cauca	Cali	BA.2.12.1	GRA
hCoV-19/Colombia/VAC-FVL-31222854/2022	ncov	2022-05-14	South America	Colombia	Valle del Cauca	Cali	BA.2	GRA
hCoV-19/Colombia/VAC-FVL-31958632/2022	ncov	2022-05-16	South America	Colombia	Valle del Cauca	Cali	BA.2.12.1	GRA
hCoV-19/Colombia/VAC-FVL-12971898/2022	ncov	2022-05-16	South America	Colombia	Valle del Cauca	Cali	BA.2	GRA
hCoV-19/Colombia/VAC-FVL-1061776174/2022	ncov	2022-05-17	South America	Colombia	Valle del Cauca	Cali	BA.2.12.1	GRA
hCoV-19/Colombia/VAC-FVL-38600148/2022	ncov	2022-05-17	South America	Colombia	Valle del Cauca	Cali	BA.2	GRA
hCoV-19/Colombia/VAC-FVL-1006258530/2022	ncov	2022-05-17	South America	Colombia	Valle del Cauca	Cali	BA.2	GRA
hCoV-19/Colombia/VAC-FVL-1144192830/2022	ncov	2022-05-17	South America	Colombia	Valle del Cauca	Cali	BA.2	GRA
hCoV-19/Colombia/VAC-FVL-1143848969/2022	ncov	2022-05-18	South America	Colombia	Valle del Cauca	Cali	BA.2	GRA
hCoV-19/Colombia/VAC-FVL-94411081/2022	ncov	2022-05-18	South America	Colombia	Valle del Cauca	Cali	BA.2	GRA
hCoV-19/Colombia/VAC-FVL-6135820/2022	ncov	2022-05-18	South America	Colombia	Valle del Cauca	Cali	BA.2	GRA
hCoV-19/Colombia/VAC-FVL-1151966359/2022	ncov	2022-05-18	South America	Colombia	Valle del Cauca	Cali	BA.2	GRA
hCoV-19/Colombia/VAC-CSB-31840598/2022	ncov	2022-05-03	South America	Colombia	Valle del Cauca	Cali	BA.2	GRA
hCoV-19/Colombia/VAC-CSB-91238409/2022	ncov	2022-05-03	South America	Colombia	Valle del Cauca	Cali	BA.2	GRA
hCoV-19/Colombia/VAC-CSB-98145378/2022	ncov	2022-05-04	South America	Colombia	Valle del Cauca	Cali	BA.2	GRA
hCoV-19/Colombia/VAC-CSB-505984997/2022	ncov	2022-05-04	South America	Colombia	Valle del Cauca	Cali	BA.2.23	GRA
hCoV-19/Colombia/VAC-CSN-79419409/2022	ncov	2022-05-10	South America	Colombia	Valle del Cauca	Cali	BA.2.3	GRA
hCoV-19/Colombia/VAC-LCSS-29072347/2022	ncov	2022-05-18	South America	Colombia	Valle del Cauca	Cali	BA.2.3	GRA
hCoV-19/Colombia/VAC-LCSS-1144162241/2022	ncov	2022-05-19	South America	Colombia	Valle del Cauca	Cali	BA.2	GRA
hCoV-19/Colombia/VAC-LCSS-1121948789/2022	ncov	2022-05-19	South America	Colombia	Valle del Cauca	Cali	BA.2	GRA
hCoV-19/Colombia/VAC-LCSS-1144042485/2022	ncov	2022-05-19	South America	Colombia	Valle del Cauca	Cali	BA.2	GRA
hCoV-19/Colombia/VAC-LCSS-16820688/2022	ncov	2022-05-21	South America	Colombia	Valle del Cauca	Cali	BA.2	GRA
hCoV-19/Colombia/VAC-LCSS-29869841/2022	ncov	2022-05-23	South America	Colombia	Valle del Cauca	Cali	BA.2	GRA
hCoV-19/Colombia/VAC-SDM-38986394/2022	ncov	2022-05-18	South America	Colombia	Valle del Cauca	Cali	BA.4.1	GRA
hCoV-19/Colombia/VAC-FVL-52212138/2022	ncov	2022-05-19	South America	Colombia	Valle del Cauca	Cali	BA.2	GRA
hCoV-19/Colombia/VAC-FVL-66860955/2022	ncov	2022-05-19	South America	Colombia	Valle del Cauca	Cali	BA.2	GRA
hCoV-19/Colombia/VAC-FVL-1075221257/2022	ncov	2022-05-20	South America	Colombia	Valle del Cauca	Cali	BA.2	GRA
hCoV-19/Colombia/VAC-FVL-67031447/2022	ncov	2022-05-21	South America	Colombia	Valle del Cauca	Cali	BA.2	GRA
hCoV-19/Colombia/VAC-FVL-1130586451/2022	ncov	2022-05-23	South America	Colombia	Valle del Cauca	Cali	BA.2	GRA
hCoV-19/Colombia/VAC-FVL-24341885/2022	ncov	2022-05-23	South America	Colombia	Valle del Cauca	Cali	BA.2	GRA
hCoV-19/Colombia/VAC-FVL-1144135653/2022	ncov	2022-05-23	South America	Colombia	Valle del Cauca	Cali	BA.4.1	GRA
hCoV-19/Colombia/VAC-FVL-1114888414/2022	ncov	2022-05-24	South America	Colombia	Valle del Cauca	Cali	BA.2.12.1	GRA
hCoV-19/Colombia/VAC-FVL-31569408/2022	ncov	2022-05-25	South America	Colombia	Valle del Cauca	Cali	BA.4.1	GRA
hCoV-19/Colombia/VAC-FVL-1107047067/2022	ncov	2022-05-25	South America	Colombia	Valle del Cauca	Cali	BA.2	GRA
hCoV-19/Colombia/VAC-FVL-1107064162/2022	ncov	2022-05-25	South America	Colombia	Valle del Cauca	Cali	BA.2.12.1	GRA
hCoV-19/Colombia/VAC-FVL-42128180/2022	ncov	2022-05-25	South America	Colombia	Valle del Cauca	Cali	BA.2.12.1	GRA
hCoV-19/Colombia/VAC-FVL-80852272/2022	ncov	2022-05-25	South America	Colombia	Valle del Cauca	Cali	BA.4.1	GRA
hCoV-19/Colombia/VAC-FVL-1144032443/2022	ncov	2022-05-24	South America	Colombia	Valle del Cauca	Cali	BA.2.12.1	GRA
hCoV-19/Colombia/VAC-FVL-1130619003/2022	ncov	2022-05-25	South America	Colombia	Valle del Cauca	Cali	BA.2	GRA
hCoV-19/Colombia/VAC-SYNLAB-29181641/2022	ncov	2022-05-18	South America	Colombia	Valle del Cauca	Cali	BA.2	GRA
hCoV-19/Colombia/VAC-SYNLAB-4483442/2022	ncov	2022-05-18	South America	Colombia	Valle del Cauca	Cali	BA.2.9	GRA
hCoV-19/Colombia/VAC-SYNLAB-66919340/2022	ncov	2022-05-21	South America	Colombia	Valle del Cauca	Cali	BA.2.9	GRA
hCoV-19/Colombia/VAC-CSB-18522536/2022	ncov	2022-05-12	South America	Colombia	Valle del Cauca	Cali	BA.2.65	GRA
hCoV-19/Colombia/VAC-CSB-94396673/2022	ncov	2022-05-12	South America	Colombia	Valle del Cauca	Cali	BA.2	GRA
hCoV-19/Colombia/VAC-CSB-1007489224/2022	ncov	2022-05-12	South America	Colombia	Valle del Cauca	Cali	BA.4.1	GRA
hCoV-19/Colombia/VAC-CSB-16725739/2022	ncov	2022-05-13	South America	Colombia	Valle del Cauca	Cali	BA.2.12.1	GRA
hCoV-19/Colombia/VAC-CSB-35601706/2022	ncov	2022-05-16	South America	Colombia	Valle del Cauca	Cali	BA.2.12.1	GRA
hCoV-19/Colombia/VAC-CSB-31881963/2022	ncov	2022-05-16	South America	Colombia	Valle del Cauca	Cali	BA.2	GRA
hCoV-19/Colombia/VAC-CSB-94315389/2022	ncov	2022-05-17	South America	Colombia	Valle del Cauca	Cali	BA.2	GRA
hCoV-19/Colombia/VAC-CSB-1143842847/2022	ncov	2022-05-16	South America	Colombia	Valle del Cauca	Cali	BA.2.9	GRA
hCoV-19/Colombia/VAC-CSB-31999015/2022	ncov	2022-05-16	South America	Colombia	Valle del Cauca	Cali	BA.2	GRA
hCoV-19/Colombia/VAC-CSB-29650006/2022	ncov	2022-05-17	South America	Colombia	Valle del Cauca	Cali	BA.2	GRA
hCoV-19/Colombia/VAC-CSB-501109/2022	ncov	2022-05-18	South America	Colombia	Valle del Cauca	Cali	BA.2.9.7	GRA
hCoV-19/Colombia/VAC-CSB-6379693/2022	ncov	2022-05-18	South America	Colombia	Valle del Cauca	Cali	BA.2	GRA
hCoV-19/Colombia/VAC-CSB-10248390/2022	ncov	2022-05-18	South America	Colombia	Valle del Cauca	Cali	BA.2	GRA
hCoV-19/Colombia/VAC-CSB-31954191/2022	ncov	2022-05-18	South America	Colombia	Valle del Cauca	Cali	BA.2	GRA
hCoV-19/Colombia/VAC-CSB-14430983/2022	ncov	2022-05-17	South America	Colombia	Valle del Cauca	Cali	BA.2	GRA
hCoV-19/Colombia/VAC-CSB-31938057/2022	ncov	2022-05-19	South America	Colombia	Valle del Cauca	Cali	BA.2	GRA
hCoV-19/Colombia/VAC-CSB-1144186929/2022	ncov	2022-05-19	South America	Colombia	Valle del Cauca	Cali	BA.4.1	GRA
hCoV-19/Colombia/VAC-CSB-76317631/2022	ncov	2022-05-17	South America	Colombia	Valle del Cauca	Cali	BA.2	GRA
hCoV-19/Colombia/VAC-CSB-76306047/2022	ncov	2022-05-20	South America	Colombia	Valle del Cauca	Cali	BA.2	GRA
hCoV-19/Colombia/VAC-CSN-42143123/2022	ncov	2022-05-25	South America	Colombia	Valle del Cauca	Cali	BA.2	GRA
hCoV-19/Colombia/VAC-CSN-66784810/2022	ncov	2022-05-18	South America	Colombia	Valle del Cauca	Cali	BA.2.12.1	GRA
hCoV-19/Colombia/VAC-SYNLAB-1115077316/2022	ncov	2022-05-03	South America	Colombia	Valle del Cauca	Buga	BA.2	GRA
hCoV-19/Colombia/VAC-SYNLAB-29277191/2022	ncov	2022-05-14	South America	Colombia	Valle del Cauca	Buga	BA.2	GRA
hCoV-19/Colombia/VAC-SYNLAB-38856566/2022	ncov	2022-05-13	South America	Colombia	Valle del Cauca	Buga	BA.2	GRA
hCoV-19/Colombia/VAC-SYNLAB-29809239/2022	ncov	2022-05-21	South America	Colombia	Valle del Cauca	Buga	BA.2	GRA
hCoV-19/Colombia/VAC-FVL-41572046/2022	ncov	2022-05-13	South America	Colombia	Valle del Cauca		BA.2.12.1	GRA
hCoV-19/Colombia/VAC-FVL-19172523/2022	ncov	2022-05-13	South America	Colombia	Valle del Cauca		BA.2.12.1	GRA
hCoV-19/Colombia/NAR-SYNLAB-10539152/2022	ncov	2022-05-18	South America	Colombia	Narino	Pasto	BA.2.12.1	GRA
hCoV-19/Colombia/BOL-FVL-1121865677/2022	ncov	2022-05-17	South America	Colombia	Bolivar	Cartagena	BA.2	GRA
hCoV-19/Colombia/VAC-LDAB-94527084/2022	ncov	2022-05-23	South America	Colombia	Valle del Cauca	Cali	BA.2.12.1	GRA
hCoV-19/Colombia/VAC-LDAB-1107527043/2022	ncov	2022-05-23	South America	Colombia	Valle del Cauca	Cali	BA.2	GRA
hCoV-19/Colombia/VAC-LDAB-31990318/2022	ncov	2022-05-24	South America	Colombia	Valle del Cauca	Cali	BA.2.12.1	GRA
hCoV-19/Colombia/VAC-LDAB-38560409/2022	ncov	2022-05-25	South America	Colombia	Valle del Cauca	Cali	BA.2.12.1	GRA
hCoV-19/Colombia/VAC-LDAB-16770344/2022	ncov	2022-05-31	South America	Colombia	Valle del Cauca	Cali	BA.2.12.1	GRA
hCoV-19/Colombia/VAC-LDAB-16690525/2022	ncov	2022-06-01	South America	Colombia	Valle del Cauca	Cali	BA.2	GRA
hCoV-19/Colombia/VAC-LDAB-14995292/2022	ncov	2022-06-02	South America	Colombia	Valle del Cauca	Cali	XAM	GRA
hCoV-19/Colombia/VAC-LDAB-31214076/2022	ncov	2022-06-02	South America	Colombia	Valle del Cauca	Cali	BA.2.56	GRA
hCoV-19/Colombia/VAC-LDAB-14932116/2022	ncov	2022-06-02	South America	Colombia	Valle del Cauca	Cali	BA.2	GRA
hCoV-19/Colombia/VAC-LDAB-16940265/2022	ncov	2022-06-06	South America	Colombia	Valle del Cauca	Cali	BA.4.1	GRA
hCoV-19/Colombia/VAC-LDAB-31520640/2022	ncov	2022-06-07	South America	Colombia	Valle del Cauca	Cali	BA.2	GRA
hCoV-19/Colombia/VAC-LDAB-1107865198/2022	ncov	2022-06-07	South America	Colombia	Valle del Cauca	Cali	BA.2.12.1	GRA
hCoV-19/Colombia/VAC-LDAB-31271063/2022	ncov	2022-06-07	South America	Colombia	Valle del Cauca	Cali	BA.2.9	GRA
hCoV-19/Colombia/VAC-LDAB-38986901/2022	ncov	2022-06-07	South America	Colombia	Valle del Cauca	Cali	BA.2	GRA
hCoV-19/Colombia/VAC-LDAB-31232194/2022	ncov	2022-06-08	South America	Colombia	Valle del Cauca	Cali	BA.4.1	GRA
hCoV-19/Colombia/VAC-LDAB-16658585/2022	ncov	2022-06-10	South America	Colombia	Valle del Cauca	Cali	BA.4.1	GRA
hCoV-19/Colombia/VAC-LDAB-66819573/2022	ncov	2022-06-10	South America	Colombia	Valle del Cauca	Cali	BA.2	GRA
hCoV-19/Colombia/VAC-CSB-1107518635/2022	ncov	2022-06-11	South America	Colombia	Valle del Cauca	Cali	BA.4.1	GRA
hCoV-19/Colombia/VAC-CSB-66850614/2022	ncov	2022-06-12	South America	Colombia	Valle del Cauca	Cali	BA.4.1	GRA
hCoV-19/Colombia/VAC-CSB-65809778/2022	ncov	2022-06-12	South America	Colombia	Valle del Cauca	Cali	BA.4.1	GRA
hCoV-19/Colombia/DC-CSB-4504650/2022	ncov	2022-06-26	South America	Colombia	Bogota	Bogota	BA.2	GRA
hCoV-19/Colombia/VAC-CSB-66914009/2022	ncov	2022-06-13	South America	Colombia	Valle del Cauca	Cali	BA.5.1	GRA
hCoV-19/Colombia/VAC-CSB-1130678692/2022	ncov	2022-06-14	South America	Colombia	Valle del Cauca	Cali	BA.5.5	GRA
hCoV-19/Colombia/VAC-CSB-31936670/2022	ncov	2022-06-13	South America	Colombia	Valle del Cauca	Cali	BA.2.12.1	GRA
hCoV-19/Colombia/VAC-CSB-14964784/2022	ncov	2022-06-14	South America	Colombia	Valle del Cauca	Cali	BA.2.9	GRA
hCoV-19/Colombia/VAC-CSB-67045627/2022	ncov	2022-06-14	South America	Colombia	Valle del Cauca	Cali	BA.4.1	GRA
hCoV-19/Colombia/VAC-CSB-67021226/2022	ncov	2022-06-13	South America	Colombia	Valle del Cauca	Cali	BA.5.5	GRA
hCoV-19/Colombia/VAC-CSB-1007309511/2022	ncov	2022-06-13	South America	Colombia	Valle del Cauca	Cali	BA.2.12.1	GRA
hCoV-19/Colombia/VAC-CSB-38991446/2022	ncov	2022-06-14	South America	Colombia	Valle del Cauca	Cali	BA.2	GRA
hCoV-19/Colombia/VAC-CSB-16942396/2022	ncov	2022-06-14	South America	Colombia	Valle del Cauca	Cali	BA.4.1	GRA
hCoV-19/Colombia/VAC-CSB-66816742/2022	ncov	2022-06-14	South America	Colombia	Valle del Cauca	Cali	BA.5.6	GRA
hCoV-19/Colombia/VAC-CSB-1007673002/2022	ncov	2022-06-14	South America	Colombia	Valle del Cauca	Cali	BA.4.1	GRA
hCoV-19/Colombia/CAU-CSB-76297262/2022	ncov	2022-06-15	South America	Colombia	Cauca	Popayan	BA.2.12.1	GRA
hCoV-19/Colombia/VAC-CSB-1064433656/2022	ncov	2022-06-15	South America	Colombia	Valle del Cauca		BA.2.12.1	GRA
hCoV-19/Colombia/CAU-CSB-25284642/2022	ncov	2022-06-14	South America	Colombia	Cauca	Popayan	BA.2.12.1	GRA
hCoV-19/Colombia/VAC-CSB-1108332230/2022	ncov	2022-06-14	South America	Colombia	Valle del Cauca	Cali	BA.4.1	GRA
hCoV-19/Colombia/VAC-CSB-66957496/2022	ncov	2022-06-16	South America	Colombia	Valle del Cauca	Cali	BA.2.12.1	GRA
hCoV-19/Colombia/VAC-CSB-7542487/2022	ncov	2022-06-16	South America	Colombia	Valle del Cauca	Cali	BA.4.1	GRA
hCoV-19/Colombia/VAC-CSB-16704901/2022	ncov	2022-06-15	South America	Colombia	Valle del Cauca	Cali	BA.4.1	GRA
hCoV-19/Colombia/VAC-CSB-55229147/2022	ncov	2022-06-15	South America	Colombia	Valle del Cauca	Cali	BA.5.5	GRA
hCoV-19/Colombia/VAC-CSB-31570224/2022	ncov	2022-06-15	South America	Colombia	Valle del Cauca	Cali	BA.2.12.1	GRA
hCoV-19/Colombia/CAU-CSB-34330388/2022	ncov	2022-06-16	South America	Colombia	Cauca	Popayan	BA.2.12.1	GRA
hCoV-19/Colombia/VAC-CSB-1143854049/2022	ncov	2022-06-16	South America	Colombia	Valle del Cauca	Cali	BA.4.1	GRA
hCoV-19/Colombia/VAC-CSB-1144046497/2022	ncov	2022-06-15	South America	Colombia	Valle del Cauca	Cali	BA.5.5	GRA
hCoV-19/Colombia/VAC-CSB-31941337/2022	ncov	2022-06-15	South America	Colombia	Valle del Cauca	Cali	BA.4.1	GRA
hCoV-19/Colombia/VAC-CSB-25298300/2022	ncov	2022-06-15	South America	Colombia	Valle del Cauca	Cali	BA.4.1	GRA
hCoV-19/Colombia/VAC-CSB-1005981182/2022	ncov	2022-06-15	South America	Colombia	Valle del Cauca	Cali	BA.5.5	GRA
